is_member_true,score_lr,score_rf,pred_lr,pred_rf
1,0.5012548606635471,0.595,1,1
1,0.5015403105614595,0.625,1,1
1,0.4997651395711755,0.56,0,1
1,0.5019628570824876,0.625,1,1
1,0.5027075159279316,0.65,1,1
1,0.5014950732183336,0.635,1,1
1,0.5016013172750754,0.63,1,1
1,0.5012673922237023,0.61,1,1
1,0.5013799076464638,0.65,1,1
1,0.5015186388160047,0.64,1,1
1,0.50066060455083,0.585,1,1
1,0.5015745551557279,0.595,1,1
1,0.5019499587540478,0.625,1,1
1,0.5027621072352328,0.64,1,1
1,0.500742188803457,0.59,1,1
1,0.5006192433681871,0.585,1,1
1,0.5010769778434842,0.615,1,1
1,0.4992286257559078,0.575,0,1
1,0.501301513731535,0.6,1,1
1,0.5014939199151163,0.635,1,1
1,0.5014271678222095,0.59,1,1
1,0.5015786194557823,0.615,1,1
1,0.5029615024874861,0.63,1,1
1,0.49945916086450354,0.59,0,1
1,0.502235548802062,0.635,1,1
1,0.5012077923483914,0.595,1,1
1,0.5029883510893153,0.65,1,1
1,0.49995602831485353,0.55,0,1
1,0.502666209574771,0.65,1,1
1,0.4994572437644698,0.58,0,1
1,0.5015338599232282,0.645,1,1
1,0.5027609872432386,0.64,1,1
1,0.4991498442217119,0.585,0,1
1,0.5001965987608394,0.595,1,1
1,0.49951097872816874,0.55,0,1
1,0.5021455602327392,0.6,1,1
1,0.499564144429153,0.57,0,1
1,0.49916154575699745,0.585,0,1
1,0.5003189442037984,0.565,1,1
1,0.5015479012686178,0.63,1,1
1,0.501915748140187,0.625,1,1
1,0.5006931414262514,0.585,1,1
1,0.5026682697358164,0.65,1,1
1,0.5014683965448854,0.635,1,1
1,0.5026120251359092,0.65,1,1
1,0.5026935273276928,0.65,1,1
1,0.5003206347323289,0.56,1,1
1,0.5003367895597188,0.59,1,1
1,0.4996748898495153,0.565,0,1
1,0.5010118920563669,0.595,1,1
1,0.5012957239018262,0.6,1,1
1,0.4996594074314377,0.56,0,1
1,0.4996916148096114,0.57,0,1
1,0.501551817078706,0.625,1,1
1,0.5017388044071454,0.595,1,1
1,0.5017288838788998,0.595,1,1
1,0.5020651821365436,0.61,1,1
1,0.49965604025951427,0.57,0,1
1,0.4998923718509282,0.61,0,1
1,0.501519763212285,0.64,1,1
1,0.5011197794400818,0.6,1,1
1,0.5008945360427154,0.58,1,1
1,0.5006274959613978,0.585,1,1
1,0.49986627454697663,0.56,0,1
1,0.5009296843025004,0.58,1,1
1,0.5025223792904315,0.635,1,1
1,0.5010893682122404,0.59,1,1
1,0.5000908190920008,0.6,1,1
1,0.5012502313600299,0.59,1,1
1,0.5025700292083368,0.65,1,1
1,0.5011686669308254,0.615,1,1
1,0.4996110699456787,0.6,0,1
1,0.5015663589366588,0.625,1,1
1,0.5014333365956185,0.64,1,1
1,0.5001325956070809,0.56,1,1
1,0.4997999164169301,0.6,0,1
1,0.5011105044674147,0.615,1,1
1,0.5024611070349532,0.64,1,1
1,0.5000728649202678,0.56,1,1
1,0.5009420379547647,0.585,1,1
1,0.502505941491856,0.63,1,1
1,0.5012308595857986,0.58,1,1
1,0.5013787901223486,0.65,1,1
1,0.5002307843569621,0.585,1,1
1,0.5010888183145615,0.61,1,1
1,0.50076318447101,0.595,1,1
1,0.4992440963158718,0.58,0,1
1,0.5015169291939428,0.575,1,1
1,0.5003925802557191,0.56,1,1
1,0.5013855663052755,0.65,1,1
1,0.500336596446655,0.56,1,1
1,0.5022620525208679,0.63,1,1
1,0.5006539762479708,0.585,1,1
1,0.5025012864670708,0.63,1,1
1,0.500936785559846,0.58,1,1
1,0.5029550255864542,0.64,1,1
1,0.4994727880013463,0.56,0,1
1,0.502933018514465,0.64,1,1
1,0.5005799867351525,0.575,1,1
1,0.4998282106892855,0.6,0,1
1,0.5016594198134395,0.635,1,1
1,0.5010812927862414,0.615,1,1
1,0.5010509537747004,0.595,1,1
1,0.501542588132638,0.62,1,1
1,0.5007981649506169,0.575,1,1
1,0.5026458320828449,0.645,1,1
1,0.5007704762327525,0.575,1,1
1,0.5002846059015733,0.565,1,1
1,0.50127821595017,0.585,1,1
1,0.5027391243489571,0.655,1,1
1,0.4995919837721186,0.57,0,1
1,0.5010521292777049,0.615,1,1
1,0.5006954626102278,0.575,1,1
1,0.5009663580211715,0.59,1,1
1,0.49964184916554993,0.565,0,1
1,0.5013521299794855,0.64,1,1
1,0.5011627775383568,0.62,1,1
1,0.5013880565038045,0.65,1,1
1,0.500650539642898,0.585,1,1
1,0.5004602919647761,0.585,1,1
1,0.5012954684379428,0.6,1,1
1,0.5003333139880318,0.59,1,1
1,0.5012798389743572,0.6,1,1
1,0.49973292970139954,0.565,0,1
1,0.5008684192054138,0.58,1,1
1,0.5026474337089966,0.64,1,1
1,0.5016059937982068,0.63,1,1
1,0.49922790989254756,0.575,0,1
1,0.5011214027139209,0.625,1,1
1,0.5015433152372148,0.62,1,1
1,0.5008938747223574,0.585,1,1
1,0.4999702290153836,0.565,0,1
1,0.49950659238220696,0.585,0,1
1,0.5020461139495513,0.59,1,1
1,0.5021238552311327,0.605,1,1
1,0.5000745137408951,0.555,1,1
1,0.4994501975907706,0.58,0,1
1,0.5005773925836975,0.58,1,1
1,0.5008699006880662,0.575,1,1
1,0.500372691664438,0.585,1,1
1,0.5010682084530649,0.615,1,1
1,0.4997927410767228,0.565,0,1
1,0.50169630751237,0.605,1,1
1,0.5028539140561585,0.63,1,1
1,0.5023977939587286,0.635,1,1
1,0.5023778212361271,0.64,1,1
1,0.5013898707864274,0.64,1,1
1,0.5015204476002751,0.635,1,1
1,0.5023706522566591,0.64,1,1
1,0.5012776153622077,0.585,1,1
1,0.4999651069283672,0.595,0,1
1,0.5014833324101818,0.58,1,1
1,0.5004683409917616,0.56,1,1
1,0.5011403368767028,0.625,1,1
1,0.5009828562754324,0.58,1,1
1,0.5006845395626824,0.585,1,1
1,0.4992034511929923,0.575,0,1
1,0.5029403961646131,0.64,1,1
1,0.5014758306510959,0.645,1,1
1,0.5005888209725182,0.59,1,1
1,0.502316267948099,0.635,1,1
1,0.502518194906195,0.635,1,1
1,0.5013857731348512,0.65,1,1
1,0.49983248114311307,0.555,0,1
1,0.5027397639172847,0.655,1,1
1,0.5004403142689887,0.57,1,1
1,0.49955945070340585,0.57,0,1
1,0.4999222867977204,0.555,0,1
1,0.5023665917377473,0.64,1,1
1,0.49988193208269793,0.61,0,1
1,0.4998820803278504,0.55,0,1
1,0.4997353300336919,0.57,0,1
1,0.49956825708909797,0.57,0,1
1,0.5008854082014029,0.58,1,1
1,0.5029490926587379,0.625,1,1
1,0.502891921841604,0.64,1,1
1,0.4992703031843358,0.58,0,1
1,0.5011326500082637,0.62,1,1
1,0.5009647023995537,0.59,1,1
1,0.5005302210773541,0.59,1,1
1,0.5022201003025083,0.645,1,1
1,0.5012997566171032,0.605,1,1
1,0.49928302660075047,0.585,0,1
1,0.5017797774791388,0.605,1,1
1,0.501738903808142,0.595,1,1
1,0.5012911339594182,0.6,1,1
1,0.5007661870954849,0.58,1,1
1,0.5002594203303008,0.585,1,1
1,0.5006011990577272,0.58,1,1
1,0.5025782029468293,0.65,1,1
1,0.49917569840464093,0.58,0,1
1,0.5028117264508849,0.635,1,1
1,0.4994955776573633,0.565,0,1
1,0.5028465108542934,0.63,1,1
1,0.5014513293936917,0.6,1,1
1,0.5007722514474535,0.575,1,1
1,0.5028843607974497,0.64,1,1
1,0.5017079387323153,0.605,1,1
1,0.5020176056545205,0.595,1,1
1,0.4993766857187311,0.575,0,1
1,0.5026014927401787,0.655,1,1
1,0.49975401753454246,0.585,0,1
1,0.5013185894596914,0.63,1,1
1,0.5017904212036552,0.615,1,1
1,0.5014571664170447,0.64,1,1
1,0.5012612548125034,0.605,1,1
1,0.5004717823095463,0.56,1,1
1,0.5009990505356284,0.585,1,1
1,0.4998439624606049,0.565,0,1
1,0.5019861714904287,0.605,1,1
1,0.5019664534154213,0.63,1,1
1,0.5007698685498693,0.575,1,1
1,0.5016824938653669,0.645,1,1
1,0.4994407284906698,0.595,0,1
1,0.5008018926690879,0.59,1,1
1,0.5000930811822831,0.57,1,1
1,0.5025426501066427,0.63,1,1
1,0.5014033412727281,0.585,1,1
1,0.5013572679554605,0.62,1,1
1,0.5030009094582056,0.645,1,1
1,0.5014498161200013,0.64,1,1
1,0.5029805076158929,0.655,1,1
1,0.5000004577895367,0.55,1,1
1,0.501263462710881,0.605,1,1
1,0.4997355954747767,0.59,0,1
1,0.5029991920015214,0.645,1,1
1,0.5008688326658924,0.59,1,1
1,0.5009551762486225,0.585,1,1
1,0.5011567187293402,0.62,1,1
1,0.5028826657248567,0.64,1,1
1,0.5014182842783861,0.635,1,1
1,0.4996465189192523,0.6,0,1
1,0.5008008432361399,0.58,1,1
1,0.5007405475705293,0.58,1,1
1,0.5013416317231516,0.6,1,1
1,0.49948336968503576,0.585,0,1
1,0.501469988911042,0.64,1,1
1,0.5003557156394499,0.56,1,1
1,0.5011388281140422,0.61,1,1
1,0.5016662050597527,0.635,1,1
1,0.5011750132569506,0.615,1,1
1,0.5009320152833722,0.59,1,1
1,0.50214474272536,0.6,1,1
1,0.501550747607594,0.595,1,1
1,0.5009004193444259,0.585,1,1
1,0.4991793577520454,0.58,0,1
1,0.5028534474811515,0.63,1,1
1,0.4992924254087499,0.585,0,1
1,0.5008280660457681,0.59,1,1
1,0.5012264890776846,0.575,1,1
1,0.5013427023278882,0.6,1,1
1,0.5009875074838767,0.58,1,1
1,0.4997328587125603,0.59,0,1
1,0.5016111053431528,0.625,1,1
1,0.49925629153871054,0.575,0,1
1,0.5026319964191835,0.65,1,1
1,0.5026368772469783,0.65,1,1
1,0.5011867293136784,0.595,1,1
1,0.5022814021395218,0.64,1,1
1,0.501022810944352,0.59,1,1
1,0.5024618307691361,0.64,1,1
1,0.5013086036945487,0.605,1,1
1,0.5013591729237609,0.595,1,1
1,0.5010473347412336,0.61,1,1
1,0.5019960207222656,0.605,1,1
1,0.5009241562510278,0.585,1,1
1,0.5012605261063101,0.61,1,1
1,0.4995623212904611,0.57,0,1
1,0.50237708629895,0.64,1,1
1,0.5014757481138702,0.645,1,1
1,0.5007169456375559,0.585,1,1
1,0.5011639763258576,0.62,1,1
1,0.49928878357438955,0.58,0,1
1,0.5004016924064459,0.56,1,1
1,0.5006997312720138,0.575,1,1
1,0.5030084720703069,0.645,1,1
1,0.5005258440891626,0.585,1,1
1,0.500459954432086,0.58,1,1
1,0.501793362139167,0.615,1,1
1,0.5011474088891674,0.62,1,1
1,0.5003798996987001,0.59,1,1
1,0.500816816549636,0.57,1,1
1,0.500267847729624,0.59,1,1
1,0.5021288806505544,0.6,1,1
1,0.5029748031745229,0.655,1,1
1,0.5003924335687272,0.56,1,1
1,0.5028341056609724,0.64,1,1
1,0.5016695014393666,0.635,1,1
1,0.5023718354697422,0.64,1,1
1,0.502835942079602,0.64,1,1
1,0.4997159066685272,0.565,0,1
1,0.501174904836341,0.615,1,1
1,0.5026755777993412,0.65,1,1
1,0.5009115430161877,0.58,1,1
1,0.5028086580005973,0.635,1,1
1,0.5025536080251745,0.63,1,1
1,0.5007515130897152,0.585,1,1
1,0.5013104561649441,0.61,1,1
1,0.5005922725919947,0.565,1,1
1,0.503008768068313,0.645,1,1
1,0.4997661937956636,0.56,0,1
1,0.5011417345619859,0.625,1,1
1,0.5011768889924832,0.595,1,1
1,0.5003574692782246,0.56,1,1
1,0.5028028399216334,0.63,1,1
1,0.5027306001714112,0.65,1,1
1,0.49954144707429754,0.57,0,1
1,0.5006469452959381,0.585,1,1
1,0.5025260462181595,0.635,1,1
1,0.5028796375833483,0.64,1,1
1,0.5001684495628157,0.595,1,1
1,0.501610076763562,0.62,1,1
1,0.5027591514428867,0.645,1,1
1,0.5015153236672929,0.64,1,1
1,0.5028575778104425,0.635,1,1
1,0.500935424870986,0.585,1,1
1,0.5009030183872631,0.585,1,1
1,0.49953090063038974,0.59,0,1
1,0.49973843826926906,0.57,0,1
1,0.5020776233929637,0.605,1,1
1,0.5013788305383895,0.6,1,1
1,0.502728011678201,0.65,1,1
1,0.4998107691125794,0.57,0,1
1,0.4994982026410141,0.565,0,1
1,0.5020657585317599,0.61,1,1
1,0.5005065226745512,0.59,1,1
1,0.5025093469105627,0.63,1,1
1,0.5005581947541846,0.575,1,1
1,0.49939967576100724,0.59,0,1
1,0.5007834646841439,0.57,1,1
1,0.5012850549787412,0.595,1,1
1,0.5022817526127835,0.64,1,1
1,0.5013084283565702,0.605,1,1
1,0.5001820064559205,0.59,1,1
1,0.49974571697281694,0.585,0,1
1,0.5020168301579102,0.595,1,1
1,0.501242597829218,0.59,1,1
1,0.5014546445023909,0.6,1,1
1,0.5006100248835658,0.585,1,1
1,0.5012702847771145,0.6,1,1
1,0.5007604789689731,0.585,1,1
1,0.5010680147746883,0.595,1,1
1,0.50289922185451,0.64,1,1
1,0.5006893950504745,0.575,1,1
1,0.49977413426328826,0.56,0,1
1,0.4997581771774392,0.57,0,1
1,0.5028180961492749,0.64,1,1
1,0.5027781676572183,0.63,1,1
1,0.5022779171363034,0.64,1,1
1,0.5019961831656955,0.605,1,1
1,0.5010094109225314,0.595,1,1
1,0.5012900591614531,0.6,1,1
1,0.5011578863439472,0.625,1,1
1,0.5014340387903888,0.59,1,1
1,0.4995059698727499,0.55,0,1
1,0.5009695377301293,0.58,1,1
1,0.49938518539887733,0.585,0,1
1,0.5012132520289467,0.585,1,1
1,0.5008232747054211,0.59,1,1
1,0.5001390544823826,0.56,1,1
1,0.5012637043213654,0.605,1,1
1,0.5009352518582911,0.585,1,1
1,0.500366629418088,0.56,1,1
1,0.5007012282712847,0.59,1,1
1,0.5016078688227422,0.605,1,1
1,0.5014109237157143,0.6,1,1
1,0.49993756537438416,0.6,0,1
1,0.5005551383977418,0.595,1,1
1,0.5003104781975505,0.565,1,1
1,0.49936665047300377,0.57,0,1
1,0.49966662702883685,0.565,0,1
1,0.5028503446894119,0.63,1,1
1,0.5004518811762972,0.565,1,1
1,0.49955937675020173,0.57,0,1
1,0.5015524783055484,0.625,1,1
1,0.5009287574446172,0.58,1,1
1,0.5009793436403382,0.585,1,1
1,0.5028401554580615,0.635,1,1
1,0.5020794817141073,0.605,1,1
1,0.5017608223681574,0.6,1,1
1,0.502731767615317,0.645,1,1
1,0.5027606707856859,0.64,1,1
1,0.5001841332055728,0.585,1,1
1,0.5007631948099802,0.58,1,1
1,0.5013144312057098,0.605,1,1
1,0.49959211923329544,0.6,0,1
1,0.500379517272116,0.56,1,1
1,0.49936477660134343,0.585,0,1
1,0.49938948784439685,0.585,0,1
1,0.5004866547859834,0.585,1,1
1,0.5008671989514468,0.575,1,1
1,0.5003130769560993,0.58,1,1
1,0.499719992218213,0.57,0,1
1,0.5014510770275744,0.64,1,1
1,0.5000904776023096,0.6,1,1
1,0.5015202470198211,0.64,1,1
1,0.4998883481497092,0.55,0,1
1,0.5012555800495375,0.6,1,1
1,0.4995431380701239,0.57,0,1
1,0.5003969206966273,0.56,1,1
1,0.5007288350392474,0.585,1,1
1,0.50049863872649,0.565,1,1
1,0.5014498805246244,0.64,1,1
1,0.49990828088084716,0.555,0,1
1,0.4998532511264617,0.6,0,1
1,0.5015069759571237,0.64,1,1
1,0.5015351350444511,0.58,1,1
1,0.5012356238140485,0.585,1,1
1,0.49948183752645575,0.585,0,1
1,0.5015353709850542,0.64,1,1
1,0.5021204919059554,0.605,1,1
1,0.4996569484303986,0.57,0,1
1,0.5016658169344947,0.635,1,1
1,0.5027923406777322,0.63,1,1
1,0.5015433115038335,0.62,1,1
1,0.5011374041227736,0.61,1,1
1,0.5011405156117558,0.625,1,1
1,0.5023429906023076,0.635,1,1
1,0.5024914916990227,0.63,1,1
1,0.5028135264068337,0.63,1,1
1,0.5028538187917031,0.63,1,1
1,0.5017014649691065,0.655,1,1
1,0.5016685639849306,0.635,1,1
1,0.4994459193958296,0.595,0,1
1,0.5014285339559644,0.59,1,1
1,0.5016022578179444,0.6,1,1
1,0.50098245801848,0.58,1,1
1,0.5021446599464714,0.6,1,1
1,0.501379584305707,0.655,1,1
1,0.5015052622543946,0.64,1,1
1,0.5009705036664008,0.58,1,1
1,0.5018055640720851,0.615,1,1
1,0.5004661257939903,0.555,1,1
1,0.4992189829411363,0.585,0,1
1,0.49940455595364336,0.59,0,1
1,0.5013310420311685,0.61,1,1
1,0.501233637847502,0.58,1,1
1,0.501227981940573,0.585,1,1
1,0.5016581542826798,0.635,1,1
1,0.5029499657877416,0.64,1,1
1,0.5011496490319035,0.62,1,1
1,0.500998190300487,0.59,1,1
1,0.5023737947489918,0.64,1,1
1,0.5025073310934367,0.63,1,1
1,0.5016526786957312,0.64,1,1
1,0.5014735642819195,0.635,1,1
1,0.5008981449643886,0.585,1,1
1,0.5018255800955486,0.62,1,1
1,0.5021278961422192,0.605,1,1
1,0.5028059708318239,0.63,1,1
1,0.5011350368610155,0.62,1,1
1,0.5027702225808762,0.63,1,1
1,0.5017166324284557,0.59,1,1
1,0.5015647857890725,0.62,1,1
1,0.501012474399134,0.595,1,1
1,0.5026894461834487,0.65,1,1
1,0.5027652435893948,0.635,1,1
1,0.5008142558344446,0.57,1,1
1,0.5029155396165481,0.635,1,1
1,0.4993746452351674,0.58,0,1
1,0.5001830124505089,0.57,1,1
1,0.5027378363875243,0.655,1,1
1,0.5009073649654768,0.59,1,1
1,0.5004779556959633,0.56,1,1
1,0.5027568587506195,0.64,1,1
1,0.5006591220638955,0.58,1,1
1,0.5020556627389351,0.595,1,1
1,0.5003386071605609,0.585,1,1
1,0.5017930947826542,0.615,1,1
1,0.5002121175813045,0.57,1,1
1,0.5003827563957066,0.56,1,1
1,0.5006371890154042,0.59,1,1
1,0.5011239290182263,0.6,1,1
1,0.5022789690899285,0.64,1,1
1,0.5005247938993851,0.585,1,1
1,0.5029302465307202,0.64,1,1
1,0.5022484523007941,0.63,1,1
1,0.5015964761902507,0.63,1,1
1,0.5020167873739356,0.595,1,1
1,0.5015808975174464,0.61,1,1
1,0.5009222284908718,0.58,1,1
1,0.4992196873888276,0.58,0,1
1,0.5008349066211959,0.575,1,1
1,0.5027587027646211,0.645,1,1
1,0.5021481818821191,0.595,1,1
1,0.5013500458753435,0.64,1,1
1,0.5009678625378923,0.59,1,1
1,0.5011909912208506,0.595,1,1
1,0.4995956084730071,0.575,0,1
1,0.5008956111191679,0.58,1,1
1,0.5005610463696676,0.57,1,1
1,0.5005357185087967,0.595,1,1
1,0.501685545423061,0.605,1,1
1,0.5025576139956818,0.635,1,1
1,0.5025526285286522,0.63,1,1
1,0.49993362819311066,0.555,0,1
1,0.5020735481742268,0.605,1,1
1,0.49996368754535253,0.545,0,1
1,0.5029139335790072,0.63,1,1
1,0.5010392023062485,0.605,1,1
1,0.5023614409499725,0.64,1,1
1,0.499608481527346,0.57,0,1
1,0.5010367735083711,0.615,1,1
1,0.5029993561944325,0.645,1,1
1,0.5024333256961974,0.61,1,1
1,0.49968858900717866,0.6,0,1
1,0.5000629062842438,0.59,1,1
1,0.5029237112101074,0.645,1,1
1,0.5000617734392038,0.56,1,1
1,0.4991825750008969,0.585,0,1
1,0.4999094486878749,0.605,0,1
1,0.5008875792715547,0.585,1,1
1,0.501049609021733,0.595,1,1
1,0.5010462173358594,0.61,1,1
1,0.5017793748034464,0.6,1,1
1,0.5008881491766058,0.59,1,1
1,0.5011995911172591,0.59,1,1
1,0.5011484456279937,0.62,1,1
1,0.5003695015752331,0.56,1,1
1,0.5016751066703771,0.64,1,1
1,0.5022740059630965,0.635,1,1
1,0.5029980558233477,0.645,1,1
1,0.4992763810945258,0.585,0,1
1,0.4991600251903473,0.585,0,1
1,0.49917003169195046,0.58,0,1
1,0.5010788315026792,0.615,1,1
1,0.5004644030834666,0.56,1,1
1,0.5026750487765248,0.65,1,1
1,0.5016566396012062,0.595,1,1
1,0.50271648173202,0.65,1,1
1,0.4995797135605563,0.57,0,1
1,0.5009478750827991,0.585,1,1
1,0.5029878222980192,0.65,1,1
1,0.5016732558584887,0.635,1,1
1,0.5006190081584154,0.59,1,1
1,0.5013612988597025,0.615,1,1
1,0.5012764863912548,0.6,1,1
1,0.5021446989299538,0.6,1,1
1,0.5027736115437549,0.63,1,1
1,0.49999209794127836,0.595,0,1
1,0.5027241127037124,0.65,1,1
1,0.5007456538222304,0.58,1,1
1,0.5021415202257348,0.605,1,1
1,0.49927845499510953,0.585,0,1
1,0.4993924815381468,0.575,0,1
1,0.5006539787835977,0.585,1,1
1,0.5009394686284233,0.585,1,1
1,0.4992252675775119,0.575,0,1
1,0.502038358072929,0.595,1,1
1,0.5001081206674315,0.57,1,1
1,0.5005881045594056,0.59,1,1
1,0.5027142785109283,0.65,1,1
1,0.5014392588440773,0.64,1,1
1,0.5029256487390871,0.65,1,1
1,0.5012550398555575,0.605,1,1
1,0.5008733622829559,0.59,1,1
1,0.501131436873196,0.6,1,1
1,0.5027396277940152,0.655,1,1
1,0.5014239936681617,0.635,1,1
1,0.49940007105981815,0.59,0,1
1,0.49957440894647065,0.57,0,1
1,0.5000614219473531,0.56,1,1
1,0.5026743844419961,0.65,1,1
1,0.5009964235661029,0.585,1,1
1,0.49965544601985223,0.6,0,1
1,0.4996671195592086,0.565,0,1
1,0.501958628884189,0.63,1,1
1,0.5014015616337184,0.64,1,1
1,0.5021077562558867,0.595,1,1
1,0.4996187356231944,0.6,0,1
1,0.5026198638702545,0.645,1,1
1,0.5026813092017013,0.65,1,1
1,0.5015937196570813,0.635,1,1
1,0.5012384528432099,0.58,1,1
1,0.5022126792941448,0.645,1,1
1,0.5027047609989767,0.65,1,1
1,0.5014141605528795,0.6,1,1
1,0.5029536277866902,0.64,1,1
1,0.5003143202379978,0.58,1,1
1,0.501508029766223,0.64,1,1
1,0.5021606587275482,0.615,1,1
1,0.5003238313473931,0.56,1,1
1,0.5005553431910319,0.595,1,1
1,0.5029597019408646,0.64,1,1
1,0.5030084270134285,0.645,1,1
1,0.4995738187729644,0.595,0,1
1,0.5004851284269131,0.56,1,1
1,0.5021429016670635,0.605,1,1
1,0.5001349677926614,0.56,1,1
1,0.5010038641808783,0.595,1,1
1,0.4991456016645678,0.585,0,1
1,0.5025098630867104,0.63,1,1
1,0.5013252637645323,0.595,1,1
1,0.5022697896613199,0.63,1,1
1,0.5014282329006068,0.635,1,1
1,0.5008483626503839,0.59,1,1
1,0.5016880344962612,0.605,1,1
1,0.5019775918782873,0.605,1,1
1,0.500898669266647,0.585,1,1
1,0.5015329930536949,0.645,1,1
1,0.5014556834109573,0.645,1,1
1,0.5004807812032191,0.56,1,1
1,0.5015864347180156,0.62,1,1
1,0.4997825749074783,0.595,0,1
1,0.5028654838711294,0.63,1,1
1,0.5009063842887569,0.58,1,1
1,0.5010316685694659,0.59,1,1
1,0.4994058481482176,0.58,0,1
1,0.5005312900591083,0.58,1,1
1,0.5014586574350364,0.645,1,1
1,0.5004559020069285,0.57,1,1
1,0.5008816710461643,0.59,1,1
1,0.4992239563499723,0.58,0,1
1,0.49915062158974055,0.59,0,1
1,0.5020052784200819,0.605,1,1
1,0.4992950883305833,0.58,0,1
1,0.5014155042854623,0.635,1,1
1,0.502253011020712,0.63,1,1
1,0.5029340310822221,0.635,1,1
1,0.5027541665295429,0.645,1,1
1,0.5013514323742789,0.64,1,1
1,0.49983055969197737,0.6,0,1
1,0.5021157229278117,0.6,1,1
1,0.5015843507469574,0.59,1,1
1,0.4995238060700118,0.565,0,1
1,0.5021381508344309,0.62,1,1
1,0.5009503222961936,0.58,1,1
1,0.5001630545024317,0.565,1,1
1,0.499957034035847,0.55,0,1
1,0.5022756301605669,0.645,1,1
1,0.49972505326682337,0.57,0,1
1,0.5019584882061323,0.63,1,1
1,0.5021602047790815,0.61,1,1
1,0.5000785301214894,0.57,1,1
1,0.5016192095149241,0.63,1,1
1,0.49915887357840627,0.585,0,1
1,0.5013839873678251,0.6,1,1
1,0.5025477749356269,0.63,1,1
1,0.5015208652263465,0.64,1,1
1,0.499410492821569,0.58,0,1
1,0.5012109069073075,0.595,1,1
1,0.5014349136014056,0.645,1,1
1,0.5004825749813184,0.59,1,1
1,0.49924420093552874,0.58,0,1
1,0.5029401262439466,0.64,1,1
1,0.5010049806353881,0.595,1,1
1,0.500031349995099,0.55,1,1
1,0.5013948310819317,0.645,1,1
1,0.5024426860013232,0.615,1,1
1,0.50137115064643,0.65,1,1
1,0.49923777868605884,0.58,0,1
1,0.5017995873050335,0.615,1,1
1,0.5022173344966192,0.64,1,1
1,0.5013015060139249,0.605,1,1
1,0.5017746954472022,0.595,1,1
1,0.5009803700827972,0.585,1,1
1,0.5014341730460165,0.59,1,1
1,0.5022557971911142,0.63,1,1
1,0.5010234262837606,0.605,1,1
1,0.5024007445436585,0.63,1,1
1,0.5011112801318472,0.62,1,1
1,0.5009246718566662,0.585,1,1
1,0.5004487761457707,0.57,1,1
1,0.5004736275369978,0.56,1,1
1,0.49953319388425355,0.57,0,1
1,0.5027349428275556,0.645,1,1
1,0.4997173590138853,0.57,0,1
1,0.5026215419190535,0.645,1,1
1,0.5022544158349896,0.63,1,1
1,0.5013457426861296,0.635,1,1
1,0.5028797955832901,0.64,1,1
1,0.49974782801332096,0.57,0,1
1,0.501512450227539,0.64,1,1
1,0.5004047530652493,0.56,1,1
1,0.5010174679041803,0.595,1,1
1,0.5016825535490012,0.645,1,1
1,0.501734832284857,0.6,1,1
1,0.5008042360422812,0.575,1,1
1,0.4996277750264724,0.57,0,1
1,0.5011630530010134,0.605,1,1
1,0.5024951461971311,0.63,1,1
1,0.5016019406455499,0.63,1,1
1,0.5010948542670431,0.615,1,1
1,0.5009341678372524,0.585,1,1
1,0.5007620788566844,0.585,1,1
1,0.4992480458228971,0.575,0,1
1,0.5023605808583235,0.64,1,1
1,0.5009625205141788,0.59,1,1
1,0.5012590674600196,0.605,1,1
1,0.5016313109422542,0.635,1,1
1,0.5021989231654643,0.65,1,1
1,0.5029854727652706,0.65,1,1
1,0.501932208158456,0.625,1,1
1,0.5013205562053568,0.615,1,1
1,0.5026453915761578,0.65,1,1
1,0.4998602250903132,0.565,0,1
1,0.5002231166032783,0.575,1,1
1,0.5009260594198753,0.58,1,1
1,0.5017835681988329,0.605,1,1
1,0.5009217117019371,0.585,1,1
1,0.5000464517823531,0.59,1,1
1,0.4996758768445759,0.595,0,1
1,0.5005380820712529,0.595,1,1
1,0.5022791143516183,0.64,1,1
1,0.49950292130389723,0.58,0,1
1,0.5013549545063944,0.6,1,1
1,0.5012082959369987,0.6,1,1
1,0.5001640697801312,0.59,1,1
1,0.5005628502575636,0.59,1,1
1,0.5011038671699733,0.605,1,1
1,0.5006915587104204,0.585,1,1
1,0.5022790852114654,0.64,1,1
1,0.5017348470010544,0.6,1,1
1,0.5021449585305509,0.6,1,1
1,0.4997584872167362,0.575,0,1
1,0.5014076198860722,0.635,1,1
1,0.49985212272252827,0.56,0,1
1,0.5028643289860633,0.63,1,1
1,0.49925933104469256,0.575,0,1
1,0.5011553554500865,0.62,1,1
1,0.4993158532089374,0.59,0,1
1,0.4992087774103841,0.57,0,1
1,0.5002436196746417,0.57,1,1
1,0.4992655164698988,0.57,0,1
1,0.5010056738771809,0.595,1,1
1,0.49948456550015186,0.555,0,1
1,0.5028138032122428,0.63,1,1
1,0.5009742943530807,0.585,1,1
1,0.4996852386730809,0.565,0,1
1,0.5024477842234061,0.615,1,1
1,0.5022140412171374,0.645,1,1
1,0.5030088332570672,0.645,1,1
1,0.5023373664731873,0.635,1,1
1,0.5024794383782136,0.625,1,1
1,0.5012029118758754,0.595,1,1
1,0.5015905486354533,0.625,1,1
1,0.5005228757018182,0.585,1,1
1,0.5029794003396972,0.65,1,1
1,0.500351196018965,0.56,1,1
